LABEL,original_glcm_Id,original_shape2D_MaximumDiameter,original_glcm_ClusterTendency,original_firstorder_Variance,original_glcm_DifferenceVariance,original_firstorder_Maximum,original_glrlm_RunVariance,original_firstorder_Minimum,original_shape2D_Elongation,original_shape2D_Sphericity,original_firstorder_Minimum,original_firstorder_Kurtosis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glcm_MCC,original_glcm_MCC.1,original_ngtdm_Contrast
0,0.2446379982837898,12.16552506059644,2409.924159724217,1953.211405658276,144.19592071243898,241.0,0.0886858371405536,35.0,0.6203092910555104,0.876777496923036,35.0,6.316142842442921,0.0241303835494293,0.9999999999993558,0.9999999999993558,9.96124956741263
0,0.6350123911864716,45.803929962395145,576.7446631405138,457.6591072444153,64.85108279503557,181.0,16.822365487514862,0.0,0.9196982472971996,0.9281204673970708,0.0,18.245949764346964,0.1061424950932787,0.8701621881613376,0.8701621881613376,0.277094946356345
0,0.3094378972044426,109.32977636490436,2307.45707398026,1367.8443340637934,28.90842868372784,213.0,0.1016763283526566,24.0,0.1797402535166661,0.6294755492437681,24.0,4.391203515932627,0.0059251225340082,0.9621192762403378,0.9621192762403378,0.3100356350355121
0,0.3109863852390927,23.345235059857504,1904.1797383594765,1377.9708593227892,86.99454398908799,217.0,0.1341568514794599,25.0,0.6195659421070177,0.9136822741711648,25.0,5.267177699629655,0.0070402007579984,0.9615257089755236,0.9615257089755236,1.100678002538649
0,0.415424656551996,38.8329756778952,1510.5373367002496,310.22615439875875,46.00016748692313,105.0,1.6607402533146145,0.0,0.6995754671053498,0.9304174564099496,0.0,4.492775880123398,0.0593344904017071,0.9453174804001684,0.9453174804001684,0.6320479862312032
0,0.4548069973781737,59.77457653551382,610.8147945124482,381.6220594082467,19.297561840894502,186.0,3.6885797474808464,0.0,0.7065184011111986,0.9103339194534952,0.0,17.57784187881279,0.0941337055817407,0.9389525730209016,0.9389525730209016,0.2091616732358883
0,0.2079337871747789,16.15549442140351,2241.965581544035,2139.8180262150354,174.31019233843037,228.0,0.0268252080856123,18.0,0.7572143526761191,0.9432183894269728,18.0,3.4553780706885044,0.0062646748819957,0.8913846689643947,0.8913846689643947,2.893961280526293
0,0.2674032385300738,20.8806130178211,1327.755807686461,1366.648842806001,66.48606293445363,231.0,0.0836914912729232,0.0,0.917892994755268,0.9416674620546986,0.0,11.574005996129598,0.046577881858148,0.9999999999887534,0.9999999999887534,1.2919572162222674
0,0.2444490368824908,21.95449840010015,1441.1816402288125,517.48514647352,117.133281269017,143.0,0.0540722281555318,13.0,0.9342450999320892,0.9446951587074868,13.0,6.412501385817318,0.022022934442506,0.9227247316682888,0.9227247316682888,1.2060643684577903
0,0.1689893833790576,23.853720883753127,2143.478469460452,687.5698063542761,62.21994967940914,138.0,0.0141613819527018,6.0,0.8613586819290445,0.9359169968490848,6.0,3.5402904639420014,0.0044286259981395,0.9244427010667192,0.9244427010667192,0.9820560894828504
0,0.1772142595304148,35.35533905932738,1601.5113094768976,262.4140032048261,74.61653137327286,183.0,0.0368390673777315,87.0,0.5104648207214021,0.8568538473188803,87.0,3.410950942900755,0.0027628913972869,0.916012647470835,0.916012647470835,1.1879819656693758
0,0.3657097474300832,56.93856338194704,1754.9762261496812,1555.7580483093363,32.90006848270952,227.0,0.4288179994001188,0.0,0.7741499402148048,0.9234040816928822,0.0,7.52838188983815,0.040395249433608,0.9503713778888,0.9503713778888,0.2744724879380312
0,0.2630993047761845,14.866068747318506,3462.294148199446,3541.8575680272115,597.1307132963988,231.0,0.1222879684418146,0.0,0.5926575898409606,0.8761775243760022,0.0,6.31246347319247,0.1022711726016267,0.9574677824005944,0.9574677824005944,17.51464125719974
0,0.3810109221712479,72.44308110509934,1746.7837751571217,1335.071410935045,22.742402372713794,218.0,0.1660284671695189,1.0,0.5558695707002917,0.884876941823417,1.0,10.79115155471754,0.0093195612975554,0.9697412743647016,0.9697412743647016,0.1627157756593037
0,0.2874769701330301,26.30589287593181,3061.571764705882,1529.7873164162772,48.65138023836986,200.0,0.0935736361193227,30.0,0.4681830008579695,0.8535526504754274,30.0,3.140093149121393,0.0094594211588471,0.964711605512174,0.964711605512174,0.8194133515185871
0,0.2876475826453109,20.223748416156685,2455.5746891274307,2007.5358118042432,439.1266075034542,229.0,0.1073318216175359,32.0,0.6892139370584034,0.9089797268704104,32.0,7.998306158134625,0.0186660041789271,0.9375879830798092,0.9375879830798092,4.674726082591528
0,0.3802015054782447,39.11521443121589,1020.2408752347504,701.8049918911433,33.43125391250836,197.0,0.1989309922661172,9.0,0.5552152891022617,0.8754032890795174,9.0,10.38203454943753,0.0144289329343861,0.955709861628892,0.955709861628892,0.387983100031854
0,0.2238722776705893,41.617304093369626,1331.1667223188906,285.6864075240252,42.21832265219096,188.0,0.0607278137669803,75.0,0.6308539144724989,0.8816423115554205,75.0,4.005216020319487,0.0019957818673436,0.8868681567348754,0.8868681567348754,0.4911642013219296
0,0.2579628728500664,23.345235059857504,2408.372276597898,2153.5488975725893,433.1977909178967,227.0,0.0838801544310858,15.0,0.633764719779767,0.9021692033035152,15.0,4.537902612468562,0.0033439064579278,0.999999999988481,0.999999999988481,2.327171061250612
0,0.1407157578803,18.68154169226941,1770.2331337754035,173.8964265902367,114.99471126741658,156.0,0.0192233756247597,84.0,0.8119590978190528,0.9306332514127722,84.0,2.69165208327978,0.0057351178272875,0.8521649855116014,0.8521649855116014,3.5539900251707777
0,0.2863865433056664,27.784887978899608,2481.374229050739,2038.6930282219896,87.90963104081577,222.0,0.0942835082501644,10.0,0.6984798375449125,0.9269170462053632,10.0,5.360563481103426,0.0103971268177069,0.9457816057338336,0.9457816057338336,1.145664925995774
0,0.2522698800248361,21.470910553583888,1830.595850528577,444.67724656319854,67.99779523997964,126.0,0.0673441121600995,14.0,0.871388513349236,0.933899957159254,14.0,5.325498332624105,0.0130591029012615,0.9194690512975336,0.9194690512975336,1.3185292914113929
0,0.1737563508717724,18.97366596101028,2573.901111111111,352.6326075867809,60.92543209876544,143.0,0.0310560782407275,52.0,0.7215184070279803,0.9242743368206364,52.0,4.085472342177422,0.0073024927419155,0.9999999999963028,0.9999999999963028,2.554071202960257
0,0.2349201248985589,15.811388300841896,4238.323617503105,2426.78826957654,40.93096646942801,201.0,0.0314627536519267,9.0,0.7051932781744268,0.9278529512619356,9.0,3.922503853370321,0.0149016230353547,0.9999999999990976,0.9999999999990976,2.8522044995596056
0,0.213202991275449,9.486832980505138,2335.171597633136,1038.6274999999998,197.84023668639048,159.0,0.0332936979785969,13.0,0.8843099513064125,0.9328088333587218,13.0,4.896499240432497,0.0226972980282587,0.9999999999993996,0.9999999999993996,15.28177939525979
0,0.306895978082892,37.33630940518894,1834.59314852054,347.9634275036339,42.32196207986211,103.0,0.2071210803430313,0.0,0.6952061139624235,0.9208919861619782,0.0,4.900982152641691,0.0457858275631938,0.9334969374725136,0.9334969374725136,0.7800898777324193
0,0.1902193862944783,31.78049716414141,1340.8446023659235,249.7237937418735,59.67272310471168,144.0,0.0470740810788903,42.0,0.792142721225367,0.9096698986522334,42.0,3.678857184086018,0.0051235923315634,0.8433291690076573,0.8433291690076573,0.867812329745148
0,0.4069527568426244,43.41658669218482,1401.6911922418433,1225.3215777639496,86.86960290666359,228.0,0.3977219640918158,0.0,0.667954968853459,0.9060778177434464,0.0,8.109039633694207,0.0339425160079623,0.9587128959812248,0.9587128959812248,0.461305591842571
0,0.2404698973330611,31.25699921617557,2787.2984656336566,736.2426994872617,33.26963945637119,129.0,0.0603125244684063,1.0,0.3933388132950242,0.828043577318243,1.0,2.799418820400025,0.0016400050788666,0.9766109740200476,0.9766109740200476,0.650541391719809
0,0.160804948446896,21.40093455903269,3091.987169634802,1053.807202216066,195.56750977312973,132.0,0.0157854099345134,1.0,0.5592453651650728,0.889352893532953,1.0,2.8979426790453,0.0359058306363731,0.9083605711795176,0.9083605711795176,2.9379345287067906
0,0.3000523600712809,22.80350850198276,3591.416292557452,2812.119039331709,170.89475599990294,213.0,0.4867244758248543,0.0,0.5677849030039722,0.8817509177147329,0.0,3.3528766998376147,0.0320755950706432,0.9807372295850226,0.9807372295850226,2.130378998064831
0,0.5739346958337832,21.587033144922906,2939.1244666786843,338.9453115967164,211.057763956493,77.0,7.703211565096955,0.0,0.8185272203611231,0.9287277661472472,0.0,3.718934528379061,0.068871688118911,0.9302702681068492,0.9302702681068492,3.967286891363858
